price,area,psf,kind,address,society,bhk,config,avail,date
10900000,538,20200,"Carpet  Area
                    ",in Thane West,Kalpataru Launch Code Expansia,2 BHK ,2 Baths,Possession in Dec  2026,2019-05-12
9808000,719.57,13630,"Carpet  Area
                    ",in Ghodbunder Road,Godrej Emerald,2 BHK ,2 Baths,Possession in Jun  2024,2019-05-12
3600000,632,5697,"Super built-up  Area
                    ",in Kalyan (West),,1 BHK ,"1 Bath, 1 Balcony",Ready To Move,2019-05-12
17700000,1737,10189,"Super built-up  Area
                    ",in Ghodbunder Road,Lodha Splendora,3 BHK ,"3 Baths, 3 Balconies",Ready To Move,2019-05-12
7900000,850,9295,"Super built-up  Area
                    ",in Bevarly Park,RMP Vandana Heights,2 BHK ,"2 Baths, 3+ Balconies",Ready To Move,2019-05-12
20000000,1155,17316,"Super built-up  Area
                    ",in Goregaon (East),Romell Aether,2 BHK ,2 Baths,Ready To Move,2019-05-12
11500000,1100,10455,"Super built-up  Area
                    ",in Sector-5 Kharghar,Adhiraj Gardens,2 BHK ,"2 Baths, 3 Balconies",Ready To Move,2019-05-12
31000000,1200,25834,"Super built-up  Area
                    ",in Goregaon (East),Oberoi Woods,3 BHK ,2 Baths,Ready To Move,2019-05-12
7600000,550,13819,"Super built-up  Area
                    ",in Vasant Vihar,,1 BHK ,1 Bath,Ready To Move,2019-05-12
12000000,1200,10000,"Super built-up  Area
                    ",in Sector 5 Charkop,,2 BHK ,"3 Baths, 2 Balconies",Ready To Move,2019-05-12
6858000,756,None,"Carpet  Area
                    ",in Kalyan (East),Krishna Square,2 BHK ,,New Launch,2019-05-12
12100000,728,16621,"Carpet  Area
                    ",in Vartak Nagar,Raunak Tulip,2 BHK ,2 Baths,Ready To Move,2019-05-12
15000000,1400,10715,"Super built-up  Area
                    ",in Belapur,Mayuresh Belle Vista,2 BHK ,2 Baths,Ready To Move,2019-05-12
10700000,661,16212,"Carpet  Area
                    ",in Thane West,Ashar Sapphire And Galleria,2 BHK ,2 Baths,Possession in May  2020,2019-05-12
5382000,690,7800,"Super built-up  Area
                    ",in Mira Road East,Vasudev Sky High,1 BHK ,"2 Baths, 3 Balconies",Possession in Dec  2019,2019-05-12
3700000,300,12334,"Built-up  Area
                    ",in Vashi,, 1 RK ,"1 Bath, 1 Balcony",Ready To Move,2019-05-12
6500000,880,7387,"Super built-up  Area
                    ",in Mira Bhayandar,,2 BHK ,"2 Baths, 3+ Balconies",Ready To Move,2019-05-12
52500000,2254,23292,"Super built-up  Area
                    ",in 4 Bunglows,Adani Western Heights,4 BHK ,"4 Baths, 2 Balconies",Ready To Move,2019-05-12
2273000,505,4500,"Built-up  Area
                    ",in Kalher,,1 BHK ,"1 Bath, 1 Balcony",Possession in May  2020,2019-05-12
17000000,915,18580,"Super built-up  Area
                    ",in Goregaon (East),Sadguru Complex,2 BHK ,"2 Baths, 1 Balcony",Ready To Move,2019-05-12
6500000,980,6632,"Super built-up  Area
                    ",in Mira Road,,2 BHK ,"2 Baths, 3 Balconies",Ready To Move,2019-05-12
34000000,1728,19675,"Super built-up  Area
                    ",in Goregaon (East),Lodha Fiorenza,3 BHK ,"4 Baths, 2 Balconies",Ready To Move,2019-05-12
9000000,1052,8555,"Built-up  Area
                    ",in Panvel,Neelkanth Ajinkya,2 BHK ,"2 Baths, 1 Balcony",Ready To Move,2019-05-12
18000000,693,25974,"Carpet  Area
                    ",in Nane Pada,,2 BHK ,2 Baths,Ready To Move,2019-05-12
9500000,445,21349,"Carpet  Area
                    ",in Malad (East),,1 BHK ,1 Bath,Ready To Move,2019-05-12
2363000,500,4725,"Carpet  Area
                    ",in Badlapur (East),Deep Homes,2 BHK ,2 Baths,New Launch,2019-05-12
11200000,1341,8352,"Super built-up  Area
                    ",in Mira Road East,Ashish Group Samriddhi,3 BHK ,"3 Baths, 3+ Balconies",Ready To Move,2019-05-12
7500000,600,12500,"Super built-up  Area
                    ",in Thane West,,1 BHK ,"1 Bath, 1 Balcony",Ready To Move,2019-05-12
6223000,417.64,14900,"Carpet  Area
                    ",in Majiwada,Lodha Casa Viva,1 BHK ,,Possession in Nov  2021,2019-05-12
16700000,1260,13253,"Built-up  Area
                    ",in Manpada,Neelkanth Greens,3 BHK ,"3 Baths, 3+ Balconies",Ready To Move,2019-05-12
25200000,1300,19385,"Super built-up  Area
                    ",in Nirmal Nagar,,3 BHK ,3 Baths,Ready To Move,2019-05-12
51600000,1225,42081,"Super built-up  Area
                    ",in Colaba,,3 BHK ,"2 Baths, 2 Balconies",Ready To Move,2019-05-12
4300000,725,5932,"Built-up  Area
                    ",in Kalyan (West),,1 BHK ,"2 Baths, 2 Balconies",Ready To Move,2019-05-12
26500000,1755,15100,"Super built-up  Area
                    ",in Majiwada,Lodha Luxuria Priva,3 BHK ,"3 Baths, 1 Balcony",Ready To Move,2019-05-12
28400000,1374,20670,"Super built-up  Area
                    ",in Vikhroli (East),Godrej Platinum,2 BHK ,"2 Baths, 1 Balcony",Ready To Move,2019-05-12
13500000,1150,11740,"Super built-up  Area
                    ",in Thane West,Regency Towers,2 BHK ,"2 Baths, 1 Balcony",Ready To Move,2019-05-12
15200000,1040,14616,"Super built-up  Area
                    ",in Malad (East),Fressia Ranibello,2 BHK ,2 Baths,Ready To Move,2019-05-12
7500000,865,8671,"Super built-up  Area
                    ",in Goregaon (East),Royal Crystal Isle Apartment,2 BHK ,2 Baths,Ready To Move,2019-05-12
25400000,844.5523999999999,30075.185873605948,"Carpet  Area
                    ",in Goregaon (West),,3 BHK ,3 Baths,Ready To Move,2019-05-12
6600000,440,15000,"Carpet  Area
                    ",in New Panvel,Tricity Luxuria,1 BHK ,"1 Bath, 1 Balcony",Possession in Dec  2021,2019-05-12
11800000,1053,11207,"Built-up  Area
                    ",in Majiwada,,2 BHK ,2 Baths,Ready To Move,2019-05-12
2800000,555,5045,"Super built-up  Area
                    ",in Vasai East,,1 BHK ,1 Bath,Ready To Move,2019-05-12
41000000,700,58572,"Carpet  Area
                    ",in Khar West,,2 BHK ,2 Baths,Ready To Move,2019-05-12
23000000,1855,12399,"Super built-up  Area
                    ",in Majiwada,Lodha Luxuria Priva,3 BHK ,"3 Baths, 2 Balconies",Ready To Move,2019-05-12
8800000,624,14102,"Super built-up  Area
                    ",in Thane West,Rutu City Richmond,2 BHK ,"2 Baths, 1 Balcony",Possession in Jun  2021,2019-05-12
10100000,1142,8845,"Super built-up  Area
                    ",in Ghodbunder Road,,2 BHK ,"2 Baths, 3 Balconies",Ready To Move,2019-05-12
28800000,1950,14770,"Super built-up  Area
                    ",in Hiranandani Estate,,3 BHK ,"3 Baths, 1 Balcony",Ready To Move,2019-05-12
31200000,1450,21518,"Super built-up  Area
                    ",in Goregaon (East),Raheja Sherwood,3 BHK ,3 Baths,Ready To Move,2019-05-12
20000000,1515,13202,"Super built-up  Area
                    ",in Kandivali (East),Raheja Willows,3 BHK ,"3 Baths, 1 Balcony",Ready To Move,2019-05-12
11000000,1200,9167,"Super built-up  Area
                    ",in Koperkhairane,Shalaka CHS,2 BHK ,"2 Baths, 2 Balconies",Ready To Move,2019-05-12
19200000,1150,16696,"Super built-up  Area
                    ",in Goregaon (East),,2 BHK ,2 Baths,Ready To Move,2019-05-12
20500000,1100,18636,"Carpet  Area
                    ",in Thane West,Shapoorji Northern Lights,3 BHK ,,New Launch,2019-05-12
22000000,1445,15224,"Super built-up  Area
                    ",in Hiranandani Estate,Hiranandani Rodas Enclave,3 BHK ,3 Baths,Ready To Move,2019-05-12
62500000,1410,44327,"Built-up  Area
                    ",in Juhu,,3 BHK ,3 Baths,Ready To Move,2019-05-12
18600000,920,20200,"Carpet  Area
                    ",in Thane West,Kalpataru Launch Code Expansia,3 BHK ,3 Baths,Possession in Dec  2026,2019-05-12
18600000,920,20200,"Carpet  Area
                    ",in Thane West,Kalpataru Launch Code Expansia,3 BHK ,3 Baths,Possession in Dec  2026,2019-05-12
8501000,715,None,"Carpet  Area
                    ",in Kalyan (East),West Pioneer Metro Grande,2 BHK ,2 Baths,Possession in Dec  2020,2019-05-12
7200000,960,7500,"Super built-up  Area
                    ",in Mira Road East,Ramdev Ritu Heights,2 BHK ,"2 Baths, 3+ Balconies",Possession in Dec  2021,2019-05-12
2019000,414,None,"Carpet  Area
                    ",in Badlapur,Dashmesh Crystal,1 BHK ,1 Bath,New Launch,2019-05-12
2170000,350,6200,"Super built-up  Area
                    ",in Dombivli (East),Sai Galaxy, 1 RK ,1 Bath,Possession in Oct  2019,2019-05-12
27500000,2440,11271,"Super built-up  Area
                    ",in Sector 15 Belapur,Parth Lords,3 BHK ,"3 Baths, 3+ Balconies",Ready To Move,2019-05-12
7640000,538,14200,"Carpet  Area
                    ",in Thane West,Kalpataru Launch Code Expansia,2 BHK ,2 Baths,Possession in Dec  2026,2019-05-12
31100000,1800,17278,"Super built-up  Area
                    ",in Malad (West),,3 BHK ,"3 Baths, 3+ Balconies",Ready To Move,2019-05-12
16500000,975,16924,"Super built-up  Area
                    ",in Chakala,Moongipa Amar CHSL,2 BHK ,2 Baths,Ready To Move,2019-05-12
10000000,1500,6667,"Built-up  Area
                    ",in Kalyan (West),,3 BHK ,"3 Baths, 3 Balconies",Ready To Move,2019-05-12
6500000,918,7080,"Super built-up  Area
                    ",in Dombivli (East),Lodha Casa Bella Gold,2 BHK ,"2 Baths, 1 Balcony",Ready To Move,2019-05-12
11399999,1093,10430,"Carpet  Area
                    ",in Panvel,Godrej Golf Meadows,3 BHK ,3 Baths,Possession in Dec  2022,2019-05-12
11000000,750,14667,"Super built-up  Area
                    ",in Thane West,Shapoorji Northern Lights,2 BHK ,"2 Baths, 1 Balcony",Possession in Jun  2023,2019-05-12
5500000,636,8647,"Super built-up  Area
                    ",in Sector 35I Kharghar,Maitri Planet NX,1 BHK ,"2 Baths, 3 Balconies",Ready To Move,2019-05-12
15500000,882,17574,"Super built-up  Area
                    ",in Mulund (West),Nirmal Lifestyle One Mumbai,2 BHK ,2 Baths,Ready To Move,2019-05-12
10800000,600,18000,"Carpet  Area
                    ",in Thane West,Shapoorji Pallonji Thane,2 BHK ,2 Baths,New Launch,2019-05-12
19000000,1000,19000,"Super built-up  Area
                    ",in Santacruz (East),,2 BHK ,2 Baths,Ready To Move,2019-05-12
4000000,689,None,"Carpet  Area
                    ",in Shahapur,Euro Ville,2 Bedroom ,2 Baths,Possession in Dec  2021,2019-05-12
120000000,2000,60000,"Built-up  Area
                    ",in Malabar Hill,Kalpataru Kshitij,3 BHK ,"4 Baths, 1 Balcony",Ready To Move,2019-05-12
25000000,1100,22728,"Super built-up  Area
                    ",in Amboli,,2 BHK ,2 Baths,Ready To Move,2019-05-12
9500000,600,15834,"Built-up  Area
                    ",in Thane West,,2 BHK ,2 Baths,Possession in Jul  2019,2019-05-12
80000000,1700,47059,"Built-up  Area
                    ",in Churchgate,,2 BHK ,"3 Baths, 3 Balconies",Ready To Move,2019-05-12
140000000,2000,70000,"Super built-up  Area
                    ",in Altamount Road,,3 BHK ,"3 Baths, 2 Balconies",Ready To Move,2019-05-12
3000000,679,4418,"Built-up  Area
                    ",in Ambernath East,,1 BHK ,"1 Bath, 2 Balconies",Ready To Move,2019-05-12
6600000,870,7587,"Super built-up  Area
                    ",in Mira Road East,Akruti Kiran,2 BHK ,"2 Baths, 3 Balconies",Ready To Move,2019-05-12
16299999,1020,15981,"Super built-up  Area
                    ",in Thane West,Lodha Sterling,2 BHK ,"2 Baths, 1 Balcony",Possession in Jul  2019,2019-05-12
50000000,2811,17788,"Super built-up  Area
                    ",in Goregaon (East),DB Woods,4 BHK ,"4 Baths, 2 Balconies",Ready To Move,2019-05-12
46600000,1922,24246,"Super built-up  Area
                    ",in Bandra Kurla Complex,Hubtown Sunstone,3 BHK ,"3 Baths, 1 Balcony",Ready To Move,2019-05-12
10900000,538,20200,"Carpet  Area
                    ",in Thane West,Kalpataru Launch Code Expansia,2 BHK ,2 Baths,New Launch,2019-05-12
16600000,1000,16600,"Super built-up  Area
                    ",in Naupada,,2 BHK ,2 Baths,Ready To Move,2019-05-12
295000000,2880,102431,"Built-up  Area
                    ",in Nariman Point,,3 BHK ,"3 Baths, 1 Balcony",Ready To Move,2019-05-12
28000000,1455,19244,"Super built-up  Area
                    ",in Andheri (East),K Raheja Vihar,3 BHK ,"3 Baths, 1 Balcony",Ready To Move,2019-05-12
7400000,770,9611,"Super built-up  Area
                    ",in Kasar vadavali,Rosa Gardenia,2 BHK ,"2 Baths, 3 Balconies",Ready To Move,2019-05-12
9500000,932,10193,"Super built-up  Area
                    ",in Thane West,,2 BHK ,"2 Baths, 2 Balconies",Ready To Move,2019-05-12
26.67 L ,527,None,"Carpet  Area
                    ",in Neral,Sai Krupa Valley,2 BHK ,2 Baths,Possession in Aug  2024,2019-05-12
13700000,1498,9146,"Super built-up  Area
                    ",in Ganeshwadi,Prescon Silver Oak,3 BHK ,"3 Baths, 3+ Balconies",Ready To Move,2019-05-12
2750000,324,8487,"Super built-up  Area
                    ",in Thane West,Haware Citi,1 BHK ,1 Bath,Ready To Move,2019-05-12
3800000,359,None,"Carpet  Area
                    ",in Shilphata,Mukta Luxuria,1 BHK ,1 Bath,Possession in Jul  2022,2019-05-12
11000000,860,12791,"Super built-up  Area
                    ",in Thane West,Runwal Regency,2 BHK ,2 Baths,Ready To Move,2019-05-12
17500000,1500,11667,"Super built-up  Area
                    ",in Thane West,Regency Towers,3 BHK ,"3 Baths, 1 Balcony",Ready To Move,2019-05-12
6000000,453,13245,"Super built-up  Area
                    ",in Thane West,Rutu City Richmond,1 BHK ,"2 Baths, 1 Balcony",Possession in Jun  2021,2019-05-12
